춘천 닭갈비 덮밥,즉석식품류,340,g,1394,54.4,14.28,261.8
오리훈제,식육가공품 및 포장육,30,g,101,5,9,0
은연어,어류,100,g,106,0,0,0
수박주스 190ML,음료류,190,mL,90,2,0,0
클래식 밀크 아이스크림,빙과류,100,g,216,3.6,13.9,19.1
BBQ갈비라이스,밥류,371,g,567,25,0,0
카페 라떼,음료류,355,mL,180,10,0,0
엄마로 태어나다 아이엠마더 1,특수용도식품,100,mL,69,1.5,3.2,8.5
비락 위요,유가공품,150,g,155,0,4.5,23
치킨너겟,튀김류,23,g,48,3,0,0
치즈폼 딥초코 밀크티 (iced),음료류,454,mL,419.6,2.7,0,0
꽃밭에서 붕붕벌,한과류,55,g,230,2,0,0
콜라(M),음료류,348,mL,160,0,0,0
블루베리 요거트 쉐이크,음료류,360,mL,478,4.2,0,0
청정원 베이컨&까망베르 까르보나라 스파게티소스,조미식품,100,g,165,3,14,7
뉴케어 당뇨식,특수용도식품,200,g,200,9,9.56,22
ICED 카푸치노,음료류,400,mL,124,6,0,0
얼그레이 레몬 콤부차,음료류,250,mL,134,0,0,34
진미 태양초 찰골드 고추장,장류,100,mL,241,6,1,51
레몬홍차(ICE),음료류,385,mL,101,0,0,0
수퍼수프림 L,피자류,126,g,363,14,0,0
롯데 제주사랑감귤사랑,음료류,108,g,25,0,0,6
통새우스테이크버거,버거류,334,g,839,31,0,0
완료기밥?흰살생선잣가루진밥,특수용도식품,180,g,209.77,6.55,2.58,40.98
맘마밀 쌀로 만든 씨리얼,특수용도식품,100,g,377,4.5,1,87.5
쿠키앤크림,아이스크림류,100,g,130,2,0,0
이오 치즈 플레인,유가공품,20,g,13.4,0.67,1.11,0.22
한번에 1000억 프로바이오틱 플레인,유가공품,100,g,40,0.8,0,8.8
아이스 민트모카 라떼,음료류,360,mL,238,4,0,0
MCC 고베식당 비프카레 순한맛,조미식품,200,g,387.5,20,12.5,47.5
써니텐 오렌지향,음료류,100,mL,52,0,0,13
에그쉬림프,빵류,210,g,425,18,0,0
남양 임페리얼드림 XO 알레기-2,특수용도식품,100,mL,65,2.1,3,7
스파이시 치킨 랜치 골드링 씬(F),피자류,121,g,368,14,0,0
상하목장 유기농 베이비 요구르트 사과당근,유가공품,85,g,85,2.3,4.2,9
뿌비또 불고기맛,조미식품,100,g,380,14.2,9.7,59
뉴바닐라,빙과류,100,mL,164,4,5,25
삼호맛살 270g,수산가공식품류,30,g,10.62,0.75,0.07,1.75
명가 찰옥수수,빙과류,100,g,114.29,1.43,5,15
귀리소고기죽,즉석식품류,260,g,170,6,2.9,30
다담 매운탕양념,조미식품,15,g,3.24,0.1,0.04,0.66
콰트로L,피자류,128,g,289,15,0,0
흑메밀냉면1K,면류,200,g,495,14,3.5,101
아이스카페라떼,음료류,330,mL,75,5,0,0
고구마 R(리코타링),피자류,185,g,488,23,0,0
구운나쵸칩,한과류,40,g,175,3,3.6,33
재래식된장,장류,100,g,152,10.5,2.1,22.9
델몬트파머스주스바자몽,음료류,100,mL,45,0.7,0,11
요플레 바이오플레 청포도,유가공품,140,g,70,2,0,16
딸기쨈,잼류,100,g,310,0,1,74
페퍼민트,음료류,340,mL,5,0,0,0
딸기(스몰),아이스크림류,270,mL,378,1,0,0
메치니코프 플레인베리믹스,유가공품,140,g,145,5,4.2,26
로즈힙 밀크티 HOT,음료류,330,g,490,11.4,0,65
박대,어류,100,g,90,19.2,0.7,0
파니니 이탈리안 치킨,빵류,155,g,390,18,0,0
자두나무,음료류,150,mL,65,0,0,16
한뼘더 큰 아기랑콩이랑 1,특수용도식품,100,g,66.67,2.5,2.78,7.78
진표당면,면류,200,g,70,0,0,17.6
헤이즐넛 스타벅스 더블 샷,음료류,355,mL,125,3,0,0
덴마크 얼리브밀크 저지방&칼슘,유가공품,200,mL,90,6,3,9
오징어바 튀김,수산가공식품류,30,g,19.44,0.98,0.86,2.15
왕만두,즉석식품류,100,g,770,27,41,73
하프앤하프 크림치즈R,피자류,189,g,440,19,0,0
아이사린쉐이크 초콜릿향(IsaLean Shake Chocolate flavor),특수용도식품,60,g,230,24,4.5,21
투썸 요거트 파우더,당류,100,g,380,0,0,95
트러플베지테리안 오리진R,피자류,141,g,343,17,0,0
블루베리 마카롱 아이스크림,아이스크림류,90,g,265,6,0,0
탕종법으로 만든 쫄깃한 식빵,빵류,78,g,170,5,0,0
고칼슘 쌀눈두유,음료류,190,mL,86,0,4,0
장에는GG 사과,유가공품,150,g,231.75,6.75,6.75,36
메이플아몬드와플,한과류,123,g,395.7,3.6,0,0
애플민트티,음료류,312,mL,105,0,0,0
전형주교수의 채움 365,음료류,100,mL,50,0.3,0,10
그릴간장닭구이,식육가공품 및 포장육,200,g,400,42,19,16
삼계탕,조리가공품류,100,g,92,11.5,3.3,4.1
카페모카,음료류,360,mL,175,8.4,0,0
딸기주스 190ML,음료류,190,mL,100,1,0,0
다크초콜릿(더블),아이스크림류,180,mL,374,7,0,0
BLT 롱치킨버거,버거류,269,g,642,28,0,0
옥수수유 튀김 전용유,식용유지류,5,g,2.25,0,0.25,0
따블렛밀크,초콜릿류,100,g,569,6,37,53
가쓰오 덴푸라우동,면류,245,g,446,9,10,80
골드 콩간장,장류,100,mL,49,8,1,3
총각김치,절임류 또는 조림류,30,g,4.95,0.27,0.03,0.93
키위 요거트 프로스트 R,음료류,335,mL,266,3.8,0,0
리치고구마치킨 L(골드스윗),피자류,129,g,330,17,0,0
스테이크 & 치즈,빵류,245,g,380,5,0,0
쿠키컬렉션,한과류,100,g,491,7,0,0
양념치킨면,면류,150,g,620,12,24,89
새우천왕 해쉬브라운R,피자류,103,g,233,12,0,0
자몽 에이드 ,음료류,420,mL,29,0.9,0,0
미정 콩칼국수,면류,100,g,271.43,6.86,1.49,58.29
순창 태양초 실속 고추장,장류,100,mL,215,6,1,44
수플레 치즈케익,빵류,75,g,230,5,0,0
시나몬 초콜릿 venti (hot),음료류,680,mL,667.56,17.72,30.23,79.62
크랜베리 스콘,빵류,90,g,340,5,0,0
미나리무침,무침류,90,g,41,1.2,1.9,4.9
프레시원콩기름,식용유지류,100,g,900,0,100,0
스키니 카카오 빼빼로,초콜릿류,45,g,220,5,9,30
불고기치즈스파게티,피자류,444,g,578,40,0,0
생생 알짜만두,즉석식품류,150,g,551.25,18,22.5,69.75
뷰티인사이드 바닐라,빙과류,110,mL,70,2.9,1.9,18.1
플로리다 오렌지주스,음료류,270,g,155,0,0,0
칠리새우 L(골드스윗),피자류,136,g,374,18,0,0
루이보스 레몬프레쉬,음료류,360,mL,2,0,0,0
부추김치,김치류,50,g,23,1.3,0.6,3.2
사계절쌈장,장류,100,g,200,8,2.9,36
와규 앤 비스테카(씬 M),피자류,179,g,477,23,0,0
그리밀단백질쉐이크초코맛,특수용도식품,25,g,90,10,0,12
밀크티 할리치노,음료류,354,mL,316,2,0,0
마카롱,한과류,20,g,76,0,5,3
덴마크 요거트킹 레드자몽오렌지,유가공품,100,g,100,3,3.1,15
칸타타블랙,음료류,275,mL,10,1,0,2
새우탕큰사발,면류,115,g,500,10,18,75
수타면,면류,120,g,600.52,11.99,18.12,97.38
치킨봉,튀김류,200,g,435,47,0,0
허니 초콜릿 우유,유가공품,1000000,g,130,6,4,17
차슈 바이트L,피자류,535,g,1225,51,0,0
쉐프원 아이쑥쑥 비타스쿨,식용유지류,5,g,2.25,0,0.25,0
치킨잡채 땡,식육가공품 및 포장육,30,g,21.69,1.35,1.71,0.1
고추잡채,기타,200,g,256.769,10.994,12.013,26.171
샘표 숨쉬는 콩된장 구수한 맛,장류,18,g,30,3,1.5,2
노랑벤자리,어류,100,g,94,17.3,5.5,0
순수한맛 순우유롤(봉),빵류,92,g,295,8,0,0
서울우유 저지방 나 100%,유가공품,100,g,40,3,1,4.5
페퍼로니피자,빵류,200,g,532,29.4,14.8,70.3
HANASIA ALOE VERA ORIINAL,음료류,200,mL,88,0,0,22
고구마무스추가,피자류,12,g,60,1,0,0
실속 돈까스,식육가공품 및 포장육,30,g,25.83,0.65,1.75,1.85
진주조개,패류,100,g,56,0,0,0
달콤한 삼육두유B,음료류,190,g,125,0,0,0
내코코아,유가공품,100,g,66,1.8,2,10.8
스모크 브라워스트,식육가공품 및 포장육,66,g,206,0,0,0
말랑카우 라떼,유가공품,300,g,235,7,6.5,37
에네르겐 340ml CAN,음료류,200,g,24.71,0,0,5.88
수출용 진간장,장류,5,g,0.16,0.02,0,0.02
사골곰탕,식육가공품 및 포장육,500,g,130,22,4.5,0
맛드림우리밀춘장,장류,100,g,153,9,5,17
줄줄이비엔나 싱글,식육가공품 및 포장육,100,g,250,14,17,10
칸타타아이스블랙커피,음료류,190,g,4,0,0,1
피자군만두,만두류,510,g,1050,46,30,151
자몽 허니 블랙 티,음료류,355,mL,125,0,0,0
자몽 에이드,음료류,330,mL,117,1,0,0
뉴케어 오메가,특수용도식품,100,mL,100,5,3,13.75
그대로끓여먹는된장찌개쇠고기전용,장류,100,g,205,13,8,20
포자만두 김치,즉석식품류,150,g,294.75,13.05,11.25,35.1
오이장아찌,장아찌류,50,g,7,0.2,0.1,1.3
멸치맛 쌀국수,면류,92,g,365,8,3.8,75
쌈장,장류,100,g,211,9.7,1.9,39.9
전감용 명태살,수산가공식품류,30,g,6.12,1.4,0.04,0.05
레드불 에너지 드링크,음료류,250,g,115,0,0,27
뉴케어 하루영양愛(애) 고구마맛,음료류,200,g,200,5,6,38
바닐라 크림 콜드 브루,음료류,355,mL,125,3,0,0
테너베이스 오렌지,음료류,100,mL,184,1,0,45
타코 카페 다크초콜릿,코코아가공품류,30,g,120,2,1.9,24
만둣국,국류,700,g,434.05,21.429,17.445,47.832
콜드브루 아메리카노,음료류,190,g,10,0,0,0
치킨 바베큐 치즈롤(F),피자류,165,g,427,23,0,0
에스프레소 콘 파나,음료류,22,mL,30,0,0,0
가지런한 콩나물,농산가공식품류,30,g,3.33,0.38,0.07,0.64
맛있는 국산안심 장조림,식육가공품 및 포장육,100,g,145,21,3,9
이탈리안 포카챠,빵류,170,g,390,18,0,0
미니 자유시간 아몬드,초콜릿류,33,g,167,2.6,9,20
콩나물볶음밥,즉석식품류,100,g,151,4.1,1,31.4
다향훈제오리200,식육가공품 및 포장육,100,g,296,13,27,0.7
군만두,만두류,510,g,1055,46,47,112
레몬에이드,음료류,390,mL,155,0,0,0
냉동 펠렛 치즈G,유가공품,100,g,324,24,22,6
스타트스모크햄,식육가공품 및 포장육,100,g,221,8,13,17
오렌지 주스,과실류,100,g,42,0.7,0.2,10.5
베이컨체더치즈(슈퍼시드 함유 도우L),피자류,125,g,377,19,0,0
보툰코니(복숭아),음료류,200,mL,100,0,0,0
고향만두왕교자골드,즉석식품류,100,g,210,7,10,24
명태-소건품(코다리),수산가공품,100,g,290,0,0,0
델몬트포도100,음료류,200,mL,105,0.7,0,26
끌레도르 크림치즈바 블루베리,빙과류,90,mL,170,2.9,7,22
할리피뇨치즈 핫도그,빵류,178,g,342,16,0,0
MECOL(미콜),음료류,250,mL,110,0,0,28
달지 않고 고소한 콘프레이크,농산가공식품류,40,g,155,2.4,0.6,35
조각호두파이,한과류,65,g,275,5,0,0
숏라떼,음료류,280,mL,115,12,0,0
카페모카 venti (hot),음료류,680,mL,518.61,12.57,22.58,62.4
참두유 검은콩,음료류,200,mL,119,0,0,0
오라떼 오리지널,음료류,240,mL,75,0,0,18
맘마밀 쌀과 우유,특수용도식품,100,g,415,14,9,69
모카 탐앤치노 grande ,음료류,454,mL,387.44,5.96,8.84,70.66
팔도 가쓰오우동왕뚜껑,면류,110,g,490,8,20,70
스윗고구마M,피자류,128,g,327,17,0,0
브라우니 눈꽃빙수,기타,511,g,974.8,9.2,0,0
복숭아,아이스크림류,100,g,130.3,1.6,0,0
해물파전,전류,150,g,256,8.3,12.6,27.4
다시마튀각,튀김류,50,g,230,4.2,13.3,23.7
미초 콜라겐블루베리,음료류,200,g,560,0,0,144
카라멜 마끼아또,음료류,360,mL,162,5.6,0,0
미니멜츠빅 초코볼 아이스,빙과류,70,mL,85,2,1.5,18
배추김치,김치류,40,g,10,0.7,0.3,1.3
반마리 훈제치킨,식육가공품 및 포장육,100,g,185,17,12,3
매일 요구르트 플레인,유가공품,65,g,45,1,0,10
ET 더치커피워터,음료류,330,mL,5,0,0,1
카라멜마끼아또HOT,음료류,567,g,250.43,9.03,0,0
갈치-젓갈,수산가공품,100,g,176,8.6,3.2,0
미니쉘 고소한 아몬드,초콜릿류,24,g,130,2,9,12
딸기 레어 치즈 파티팩,한과류,978,g,2730,78,0,0
자연드림채소라면,면류,115.5,g,505,11,17,77
아름다운감귤주스,음료류,340,mL,137.7,1.4,0.3,32.3
그린밸런스,음료류,355,mL,85,0,0,22
사과쨈,잼류,100,g,290,0,0,68
쿨스타 자두,음료류,180,mL,25,0,0,6
플레어 시나몬 라떼(HOT),음료류,360,mL,359,14,0,0
오곡라떼(ICED) L,음료류,450,mL,242,10,0,0
수제직화짜장,면류,100,g,119,5.2,2.7,39
녹두빈대떡,전류,100,g,207.942,7.945,10.27,20.934
요플레 포미 복숭아,유가공품,110,g,100,2.8,3.2,15
웰작 블루치즈,유가공품,20,g,12.2,0.68,1.12,0.08
허니브레드(카라멜시나몬),빵류,298,g,1022,15,0,0
러블리피스 골드L,피자류,117,g,295,14,0,0
델몬트 콜드 오렌지 과즙100%,음료류,235,g,130,0,0,0
아이스 카푸치노,음료류,420,mL,61,3.9,0,0
짜요짜요 플레인,유가공품,40,g,50,2,1.5,7
상큼한 봄딸기 비스켓,빵류,77,g,361,4,0,0
어묵채소볶음 ,볶음류,90,g,136,5.7,5.8,15.5
탑씨파인애플향,음료류,200,mL,90,0,0,22
안성탕면컵,면류,66,g,285,5,11,42
숲의 요정 페어리루 솜사탕 (포도향),한과류,12,g,48,0,0,0
부드러운 고구마 라떼 케이크,빵류,832,g,2530,40,0,0
토핑킹(크런치)L,피자류,123,g,310,14,0,0
해물안성탕면,면류,112,g,485,10,16,75
베버시티 자몽에이드,잼류,100,g,188,0,0,47
그린티(라지),아이스크림류,450,mL,855,14,0,0
쇠고기사태찜,찜류,300,g,328,36.3,15.5,11
계란야채죽,즉석식품류,285,g,175,4,1.5,36
고구마라떼 ICED,음료류,354,mL,319,6,0,0
청정원 스파이시 오리엔탈 드레싱소스 상온,조미식품,100,g,160,2,10,15
본카레 쇠고기,조미식품,200,g,1564,43.2,49.2,236.8
카라멜모카,음료류,397,g,285,0,9,42
사과톡톡 1,음료류,350,mL,190,0,0.6,46
밀크팩토리 코코아,유가공품,200,g,240,12,3.6,40
한치초밥,밥류,250,g,374.18,13.712,0.848,77.923
HOT 카페 라떼,음료류,370,mL,164,8,0,0
링키바클래식 336 딸기,빙과류,100,g,166.67,2.38,5.71,26.19
퓨얼리데카던트 프랄린피칸,빙과류,100,g,175,2,8,28
페퍼로니(나폴리L),피자류,118,g,327,16,0,0
아침엔본죽전복버섯죽,즉석식품류,300,g,150,5,0.8,31
우리쌀 물만두,즉석식품류,150,g,277.5,11.55,12,30
트라피스트수녀원 100% 유기 무화과잼,잼류,20,g,70,0,0,16
납작파래,해조류,100,g,17,3.3,0.7,0
옛날 고추맛 기름,식용유지류,5,g,1.8,0,0.2,0
치즈폼,기타,33,g,97.9,0.7,0,0
유기농 산양유아식 4,특수용도식품,100,g,66,2.3,2.9,7.8
신송콩된장,장류,100,g,165,12,1.9,25
곰곰 콘 플레이크 스위트,농산가공식품류,30,g,15,2,0.1,27
클래식 플레인 와플,빵류,379,g,1091.6,17.9,0,0
보이즌 베리드림,아이스크림류,100,g,220,3,0,0
호박죽,즉석식품류,100,g,380,4.5,1,88.4
글램핑 바비큐(슈퍼시드 함유 도우M),피자류,172,g,485,24,0,0
델피 탑,초콜릿류,11,g,57,0,0,0
날치알김밥,밥류,260,g,461,15.9,11.1,74.5
반계탕,식육가공품 및 포장육,600,g,470,32,20,41
아이스 티 레몬 venti,음료류,680,mL,318.2,0.74,0,78.44
아빠맘두유,음료류,180,mL,66,6.7,1.7,6.1
아몬드브리즈 초콜릿,음료류,190,mL,100,1,3,16
갓짜장,면류,130,g,580,10,20,90
홍삼진,음료류,100,mL,50,1,0,12
청정원 유기농 황설탕,당류,5,g,1,0,0,0.25
프로바이오틱스11,기타,2,g,5,0,0,0
옐로우파인눈꽃빙수,기타,774,mL,890,10,0,0
우리밀로만든초코웨하스,기타,80,g,405,8,20,98
양념치킨,튀김류,200,g,552,35.5,26.8,42.3
청정원 햇살담은 양조진간장 진한맛,장류,100,g,50,7,0,6
반반모스,빵류,310,g,1680,59,0,0
허니버터브레드,빵류,190,g,790,16,20,42
더위사냥 오렌지 골드라벨,빙과류,100,g,60.71,0.71,0.05,14.29
프렌치카페 아이스,음료류,200,g,88,0.4,0,21.2
돈까스 소스,조미료류,100,g,133,0.6,0.02,32.54
와이키키 R(치즈링),피자류,173,g,448,26,0,0
에스프레소 마끼아또,음료류,50,mL,24.5,1.3,0,0
뽕따 소다맛,빙과류,130,g,120,0,0,0
비름나물,나물류,80,g,58,2.8,3.2,4.6
롯데 드림카카오 닙스,초콜릿류,86,g,495,7,37,34
계란볶음밥,밥류,260,g,584,17.2,29.3,63
엔초(수출용),빙과류,85,mL,285,2.6,21,21
제주흑도새기 치즈캡 R,피자류,109,g,259,20,0,0
후루티(Fruitea)딸기스무디,잼류,70,g,174,0.7,0,44
고추튀김,튀김류,100,g,202,7.6,12.6,14.6
프렌치프라이(L),튀김류,135,g,377,5,0,0
홈플러스 좋은상품우유 멸균,유가공품,200,g,240,12,13.6,18
해피버블데이 타로,음료류,200,g,920,12,32,144
아라비카 커피우유,유가공품,200,g,259.92,7.68,8.4,38.4
붕어찜,찜류,1100,g,835.6,54.3,36.9,71.6
프리미엄 스무디 블루베리 grande,음료류,454,mL,450.75,2.7,3.6,101.7
콜드브루 라떼 ICED,음료류,354,mL,125,5,0,0
쉬림프 토마토 포카챠,빵류,175,g,340,15,0,0
아사이베리,유가공품,150,g,236.25,6.75,6.75,40.5
레몬 캐모마일,음료류,355,mL,5,0,0,1
농심가락냉동짜장면(업소용),면류,250,g,325,10,0,71
헬씨올리고,음료류,165,g,70,0,0,0
유동 순살왕꼬막,수산가공식품류,100,g,55,7,0.9,5
바닐라 라떼 R,음료류,354,mL,190,15,0,0
아몬드초코볼,초콜릿류,96,g,530,10,33,48
마이너스 콜레스테롤 호상 복숭아,유가공품,100,g,107,3.4,2.3,18.2
초코와플&젤라또,빵류,700,g,1436.4,21,0,0
리얼그린,초콜릿류,20,g,115,1,7,18
오르조,음료류,326,mL,295.5,8.7,0,0
비비고 소고기무국,즉석식품류,300,g,30,4,0.8,2
새우맛살,수산가공식품류,30,g,11.07,1.03,0.02,1.69
초이스엘 쌀국수 얼큰한 김치맛,면류,91,g,335,0,0,0
스트로베리 스퀘어,한과류,90,g,240,3,0,0
올갱이국수,면류,1500,g,566,11.2,8.3,111.6
오예스그릭요거트,초콜릿류,27,g,130,2,7,15
오이부추무침,무침류,100,g,31,2,0.4,5
하쿠나 마타타 씬(F),피자류,197,g,550,28,0,0
자연365 배도라지즙,음료류,120,g,52,0.3,0,12.7
바베큐치킨,식육가공품 및 포장육,100,g,180,17,9,8
비비고 황태해장국,즉석식품류,500,g,80,6,1,12
상그리아 에이드,음료류,505,mL,250,0,0,0
크리미모카라떼(ICED),음료류,625,mL,612,10,0,0
달밤라떼,유가공품,100,g,83,2,2,15
자연드림 비빔면,면류,133,g,555,0,0,0
써핑쿨 복숭아/파인애플,음료류,200,g,180,4,0,40
국산100%햇당면,면류,20,g,14.08,0,0,3.52
아메리카노,음료류,310,mL,10,0.7,0,0
딸기선데,아이스크림류,175,mL,245,3,0,0
아로미 현미유,식용유지류,100,mL,900,0,100,0
라라스윗 녹차,빙과류,100,mL,55,4,1.3,11
스콘자 요거트 아몬드,초콜릿류,30,g,54,0.9,3.42,4.5
오징어 숯불구이,수산가공식품류,30,g,17.01,3.37,0.05,0.79
6호 2단 화이트케이크,빵류,60,g,245,3,0,0
로사퍼시픽 커피쉐이크믹스,특수용도식품,25,g,76,11,0,8
레몬에이드,음료류,480,mL,120,1,0,0
청각,해조류,100,g,8,1.4,0.4,0
우뭇가사리묵,해조류,100,g,2,0.1,0,0.8
식물성유산균 위&캡슐,음료류,130,mL,80,1,1,17
비비빅,빙과류,100,g,186.67,3.33,1.6,40
관자네 온 새우M,피자류,166,g,380,25,0,0
츄파춥스 오렌지,음료류,345,mL,164,0,0,41
귀여운 내 친구 뽀로로 밀크맛,음료류,235,g,80,0,0,19
스파게티면,면류,220,g,405,10,21,43
우각바리,어류,100,g,91,0,0,0
치우천왕 치즈캡L,피자류,116,g,298,17,0,0
비비고 찰보리 감자만두,즉석식품류,400,g,895,19,47,99
참문어,두족류,100,g,56,12.7,0.2,0
갈아만든배,음료류,340,mL,168,0,0,42
라보떼3바나나커피쿠키,빙과류,100,mL,108,1,5,13
정어리-가식부육,어류,100,g,141,0,0,0
홍대피자 R(리코타링),피자류,186,g,483,26,0,0
딸기 크레이프 케익,빵류,105,g,234,3,14,26
밀크폼 얼그레이티 (hot)L,음료류,397,mL,99.4,1.1,0,0
모두랑 1호,수산가공식품류,30,g,12.69,0.99,0.09,1.98
클래식 요맘때 스트로베리,빙과류,100,g,104.17,1.67,2.25,19.17
쑈꼴라뿔(Chocolatful),초콜릿류,18,g,105,1,7,10
미역초무침,무침류,50,g,17,0.6,0.5,2.6
콘샐러드,무침류,100,g,100,2,0,0
프랑스바게트,빵류,89,g,230,9,0,0
한천,해조류,100,g,154,2.3,0.1,74.6
맥심 티오피 스위트 아메리카노,음료류,200,g,70.4,0,0,17.6
드링킹요거트 티 사과,유가공품,150,g,196.65,6.97,6.3,28.8
리얼햄,식육가공품 및 포장육,100,g,300,12,27,2
오렌지&자몽에이드,음료류,480,mL,110,1,0,0
생생비타 100ml,음료류,100,mL,60,0,0,14
건당면,면류,100,g,350,0,0,86
장앤미 사과,유가공품,150,g,225.29,7.27,6.54,39.24
달콤한 꿀도넛,빵류,35,g,90,1,0,0
고구마맛탕,튀김류,200,g,491,3.3,11,94.6
그린라떼 venti (hot),음료류,680,mL,538.74,16.8,21.61,69.97
핫치킨&쉬림프 골드피자 L,피자류,164.4,g,333.3,13.1,0,0
그린티 크림라떼 ICED,음료류,354,mL,258,5,0,0
담백한 옥수수 감자 샐러드,무침류,60,g,135,1,0,0
아포가토,음료류,130,mL,282.4,7.1,0,0
그린비아 알디,특수용도식품,200,mL,400,8,16,58
바른어묵 얇은 사각,수산가공식품류,100,g,170,9,4.7,23
톳나물무침,나물류,90,g,67,1.7,1.9,11
크리스피 아이스크림 콘,아이스크림류,165,mL,284,5,0,0
쫄면,면류,200,g,545.4,11.4,2.2,120
케미콤보(바삭한 크런치),피자류,129,g,306,16,0,0
딜리셔스 딸기맛,빙과류,100,mL,86,1,4,13
가염버터,유가공품,100,g,755,1,83,1
구르미 만든 크림소다 블루레몬,음료류,350,mL,165,0,0,40
하루꽉찬 통곡물 시리얼 시트러스,농산가공식품류,30,g,113,1.7,0.3,26
자몽 에이드,음료류,350,mL,156,0,0,39
옛날 사골곰탕,식육가공품 및 포장육,240,g,90.43,16.82,2.53,0.06
해바라기,초콜릿류,30,g,48.33,0.99,2.7,4.95
핫 오믈렛 라이스머핀,빵류,149,g,280,16,0,0
허니프랄린,초콜릿류,420,g,115,1,5,17
사과한모금 190ml,음료류,190,mL,100,0,0,24
중화요리 춘장,장류,15,g,157,11,1,26.5
따옴 퓨어 포도,음료류,200,g,225.99,1.13,0,52.73
페퍼로니피자오리지널,피자류,210,g,645,34,0,0
HEYROO 딸기 우유,유가공품,200,g,315,9.3,12.3,42
수박 크러쉬,음료류,454,mL,402.2,2.4,0,0
광동생강쌍화,음료류,120,mL,70,0,0,17
순우유딸기무스,빵류,77,g,195,3,0,0
마스카포네 티라미수,한과류,708,g,2025,71,0,0
기픈샘순창태양초찰고추장,장류,14000,mL,33320,7,2,45
후디스 DHA 하이봉,수산가공식품류,30,g,40,3,1.4,4
생칼국수,면류,180,g,502,12,2.5,108
큐브스테이크(치즈크러스트)L,피자류,113,g,280,13,0,0
동원압착올리브유,식용유지류,100,g,900,0,100,0
차그림 스무디 앤 딸기,음료류,100,mL,260,0,0,65
갓김치,김치류,40,g,16,1,0.5,1.9
큰냄비우동,면류,80,g,304,4.93,15.55,42.56
